,title,num_comments,grade,price,district,type,num_bedrooms,num_beds,num_toilets,num_people_can_in,labels,district_en,popularity,price level,type_new,ownership,price_group2,price level2,apartment,share
1485,【全面消毒 长租优惠多】209A 精致一房3号线延安西路地铁站中山公园 龙之梦/交大长宁区/拎包入住,9,4.9,410,长宁区,整套公寓型住宅,1,1,1.0,2,"['行李寄存', '自助入住', '近地铁站', '可以做饭', '投影仪', '可以停车']",Changning,10.766400428947478,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1486,【Love Home&小确幸】近3/4延安西路、2/3/4中山公园地铁站｜一居室可做饭｜有洗衣机,1,5.0,410,长宁区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '近地铁站', '可以做饭']",Changning,0.0,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1487,漠北／迪士尼/地铁旁/近百联商场,1,5.0,410,浦东新区,整套LOFT,2,2,1.0,4,"['超赞房东', '可开发票', '近地铁站', '可以做饭', '小区环境好']",Pudong,0.0,medium,LOFT,The Whole House,group4,medium,Non-apartment,Shared
1488,温馨私享蜜语空间，4号线上海体育场、11号线上海游泳馆，近徐家汇商圈,1,5.0,410,徐汇区,整套公寓,1,1,1.0,2,"['近地铁站', '可以做饭', '允许吸烟']",Xuhui,0.0,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1489,希尔顿酒店旁边的民宿交通便捷,1,5.0,410,静安区,LOFT里的独立房间,1,1,1.0,2,"['灵活取消', '近地铁站', '可以做饭', '可以停车']",Jing'an,0.0,medium,LOFT,Indivual Room,group4,medium,Non-apartment,Not Shared
1490,【Love Home&白月光】近中山公园 延安西路地铁站｜复式一居室｜可做饭,5,5.0,405,长宁区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '自助入住', '近地铁站', '可以做饭', '可携宠物', '可以停车']",Changning,8.047189562170502,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1491,58A民国老洋房百寸投影｜留声机｜精装近地铁外滩聆听外滩钟声跨年狂欢夜10号2号线,6,5.0,405,黄浦区,整套公寓型住宅,1,2,1.0,3,"['近地铁站', '投影仪', '可以停车']",Huangpu,8.958797346140274,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1492,陆杨公寓陆家嘴(一居室),10,5.0,388,浦东新区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '灵活取消', '行李寄存', '可以做饭', '可以停车']",Pudong,11.51292546497023,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1493,O.P.S咖啡旁边/淮海中路/音乐学院/五官科医院/北欧宜居,63,5.0,388,徐汇区,袖珍小屋,1,2,1.5,2,"['超赞房东', '行李寄存', '近地铁站', '可以做饭', '投影仪']",Xuhui,20.715673631957664,medium,Others,The Whole House,group4,medium,Non-apartment,Shared
1494,62昭◆精装厨卫客厅全配◆电梯房投影◆南京路外滩,2,5.0,388,黄浦区,整套民居,2,2,1.0,4,"['自助入住', '近地铁站', '可以做饭', '花园或后院', '投影仪', '可以停车']",Huangpu,3.4657359027997265,medium,Bungalow,The Whole House,group4,medium,Non-apartment,Shared
1495,【全面消毒 长租优惠多】704C 时尚之都/高层景观公寓/静安中心/江宁路/简约一室/智能门锁,26,4.8,388,静安区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '行李寄存', '近地铁站', '可以做饭', '可以停车']",Jing'an,15.638863382503114,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1496,【清野】高层江景&世博园&梅赛德斯&仁济医院,1,5.0,388,徐汇区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '投影仪', '允许吸烟']",Xuhui,0.0,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1497,【猫头鹰小屋】7号线直达静安寺，3米超大床整租,37,4.9,399,宝山区,整套公寓,2,2,1.0,4,"['可开发票', '灵活取消', '自助入住', '近地铁站', '可以做饭', '可以停车']",Baoshan,17.6934977719567,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1498,"海派文艺房, Shanghai culture hotel room",3,5.0,388,普陀区,整套公寓型住宅,1,1,1.5,2,"['灵活取消', '自助入住', '近地铁站']",Putuo,5.493061443340549,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1499,静安·米居HOUSE(窝居)闹中取静的老洋房，弄堂里的烟火气【距7号线昌平路5分钟】,5,4.6,388,黄浦区,联排别墅里的独立房间,1,1,1.5,2,"['可开发票', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Huangpu,7.403414397196861,medium,Villa,Indivual Room,group4,medium,Non-apartment,Not Shared
1500,【流光溢彩】五角场商圈/高层投影/原木风格/同济大学/复旦大学,3,5.0,393,杨浦区,公寓型住宅里的独立房间,1,1,1.0,2,"['行李寄存', '投影仪']",Yangpu,5.493061443340549,medium,Apartment,Indivual Room,group4,medium,Apartment,Not Shared
1501,【魔屋Mroom】机车朋克涂鸦屋巨鹿路静安寺洋房别墅100寸高清投影地铁步行5分钟,16,4.8,393,静安区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '自助入住', '近地铁站', '投影仪', '可携宠物']",Jing'an,13.30842586675095,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1502,【Loft】独立二居二卫/亲子/短驳车地铁站/迪士尼/新国展/张江高科,149,4.9,391,浦东新区,整套LOFT,2,3,1.5,5,"['可开发票', '灵活取消', '自助入住', '免费停车', '可以做饭', 'EV 充电桩']",Pudong,24.519336899132753,medium,LOFT,The Whole House,group4,medium,Non-apartment,Shared
1503,上海市中心复古公寓带投影仪浴缸管家可灵活变四张床,4,5.0,393,长宁区,整套客用套房,2,4,1.0,5,"['行李寄存', '自助入住', '免费停车', '可以做饭', 'EV 充电桩', '浴缸']",Changning,6.931471805599453,medium,Villa,The Whole House,group4,medium,Non-apartment,Shared
1504,《外滩北欧风》《高层公寓》《地铁直达》,10,4.0,399,静安区,整套公寓型住宅,1,0,1.0,2,"['灵活取消', '近地铁站', '小区环境好', '允许吸烟']",Jing'an,9.210340371976184,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1505,【全面消毒 长租优惠多】202A简约INS风公寓/34号线延安西路/温馨一室/中山公园/交大长宁区,18,4.8,385,长宁区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '行李寄存', '近地铁站', '可以做饭', '可以停车']",Changning,13.87378443790159,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1506,临近东华大学、胸科医院，地铁3/4/10号线交汇，直达新天地、南京东路、虹桥机场、上海火车站温馨一居,12,4.8,390,长宁区,整套公寓,1,2,1.0,4,"['可开发票', '近地铁站', '可以做饭']",Changning,11.9275519189824,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1507,普陀全新精装干净温馨一室,3,5.0,408,普陀区,整套公寓型住宅,0,1,1.0,2,"['近地铁站', '小区环境好']",Putuo,5.493061443340549,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1508,舒适私密空间，市中心地段，居家、旅行、商务、约会,5,5.0,408,徐汇区,整套公寓,1,1,1.0,2,"['近地铁站', '小区环境好', '允许吸烟']",Xuhui,8.047189562170502,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1509,外滩南京路步行街零距离||网红打卡/美食购物/交通便利/设施齐全||剧组里.C空间钟声依旧景观一居,1,5.0,408,黄浦区,整套公寓型住宅,1,1,1.0,2,"['行李寄存', '自助入住', '近地铁站', '江景', '投影仪', '可以停车']",Huangpu,0.0,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1510,双地铁 近火车站、南京西路、静安寺花开四季公寓,7,5.0,388,普陀区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '近地铁站', '可以做饭', '小区环境好']",Putuo,9.729550745276565,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1511,巨幕荧屏投影房、中环罕见超美日式榻榻米风格民宿、自助入住、停车方便、进出自由、超大一室,1,5.0,399,静安区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '灵活取消']",Jing'an,0.0,medium,Apartment,The Whole House,group4,medium,Apartment,Shared
1512,【星期八sunday+】北外滩全新装修智能巨幕江景loft，独有ps4pro，步行外滩5分钟,139,4.9,399,虹口区,整套酒店式公寓,1,1,1.0,2,"['超赞房东', '可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Hongkou,24.17892227234039,medium,Hotel,The Whole House,group4,medium,Non-apartment,Shared
1513,【CITY】奢华•旖旎|双人氛围大浴缸|城市景观房|观魔都夜景|4K投影|南京路零距离|人民广场旁,31,4.7,448,黄浦区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭', '夜景']",Huangpu,16.139739861080187,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1514,🍘HEYA系列~4号房~/大床房/电梯公寓/近静安寺商区/长寿路地铁站3分钟,9,4.9,448,普陀区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '自助入住', '近地铁站']",Putuo,10.766400428947478,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1515,【洛可公寓】北欧暖白风  静安寺商圈零距离  19楼电梯景观房,18,5.0,437,静安区,整套LOFT,1,2,1.0,2,"['超赞房东', '可开发票', '行李寄存', '近地铁站', '可以做饭', '小区环境好']",Jing'an,14.451858789480823,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1516,੭ ᐕ)੭*⁾⁾复古系列~①号套房~/墨绿电影感/电梯公寓/投影设备/周租优惠/长寿路地铁3分钟,5,4.8,448,普陀区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '自助入住', '近地铁站']",Putuo,7.725301979683681,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1517,xmii 窝居，小而美轻奢设计，独立情调浴缸，旗舰投影＋xbox+私藏片库，步行8号线，近梅奔迪士尼,31,4.9,432,浦东新区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭', '浴缸']",Pudong,16.82653730197722,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1518,新房源早安上海，地铁10.11号线交通大学站，直达虹桥，迪士尼，毗邻幸福里，鸟屋书店，武康大楼,3,5.0,433,长宁区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '近地铁站', '花园或后院', '可以停车']",Changning,5.493061443340549,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1519,roomnoname | 📷80年代复古老上海风情（近静安寺、愚园路、蔦屋书店、江苏路）,309,4.9,444,长宁区,整套公寓型住宅,1,1,1.5,2,"['超赞房东', '爱彼迎专享', '自助入住', '近地铁站', '可以做饭', '浴缸']",Changning,28.093372256798958,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1520,"可长租，ZEN 幸福里，近茑屋书店，!交通大学站，直达虹桥，新天地,南京东路，迪士尼",37,4.7,437,嘉定区,整套公寓型住宅,0,1,1.5,2,"['可开发票', '近地铁站']",Jiading,16.971314189427854,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1521,黄色梦 榻榻米 景观懒人沙发 近瑞金医院,6,5.0,440,徐汇区,整套酒店式公寓,1,1,1.0,2,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Xuhui,8.958797346140274,relatively expensive,Hotel,The Whole House,group5,relatively expensive,Non-apartment,Shared
1522,cosinn新貌上海老式洋房，海派风情，上海音乐学院,13,4.9,450,徐汇区,整套民居,1,1,1.5,2,"['可开发票', '近地铁站', '可以做饭']",Xuhui,12.56825185156153,relatively expensive,Bungalow,The Whole House,group5,relatively expensive,Non-apartment,Shared
1523,醒家民宿·1200市中心iapm地铁旁老洋房公寓套房,55,4.7,450,徐汇区,整套公寓,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭']",Xuhui,18.834465970592614,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1524,『New•宿-喵居』【布朗尼】幕布投影|环贸IAPM|巨鹿路|茂名路|南京西路静安寺1KM|地铁5M,103,4.9,448,徐汇区,整套公寓,1,1,1.0,2,"['超赞房东', '爱彼迎专享', '可开发票', '自助入住', '近地铁站', '可以做饭']",Xuhui,22.71017204232522,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1525,Nice·怀旧 距离外滩200米 南京东路地铁口10分钟 历史优秀建筑内 全新装修一室公寓 巨幕投影,98,4.9,435,黄浦区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Huangpu,22.466340645485808,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1526,【洛可公寓】北欧暖白风  静安寺商圈零距离  19楼电梯景观房,18,5.0,435,静安区,整套LOFT,1,2,1.0,2,"['超赞房东', '可开发票', '行李寄存', '近地铁站', '可以做饭', '小区环境好']",Jing'an,14.451858789480823,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1527,੭ ᐕ)੭*⁾⁾复古系列~①号套房~/墨绿电影感/电梯公寓/投影设备/周租优惠/长寿路地铁3分钟,5,4.8,435,普陀区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '自助入住', '近地铁站']",Putuo,7.725301979683681,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1528,新房源早安上海，地铁10.11号线交通大学站，直达虹桥，迪士尼，毗邻幸福里，鸟屋书店，武康大楼,3,5.0,453,长宁区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '近地铁站', '花园或后院', '可以停车']",Changning,5.493061443340549,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1529,【等号·云】静安大悦城 洞穴风设计师一室民宿,18,4.6,453,静安区,整套公寓型住宅,1,1,1.0,2,"['近地铁站', '可以做饭', '浴缸']",Jing'an,13.295710086322355,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1530,roomnoname | 📷80年代复古老上海风情（近静安寺、愚园路、蔦屋书店、江苏路）,309,4.9,453,长宁区,整套公寓型住宅,1,1,1.5,2,"['超赞房东', '爱彼迎专享', '自助入住', '近地铁站', '可以做饭', '浴缸']",Changning,28.093372256798958,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1531,醒家民宿·1200市中心iapm地铁旁老洋房公寓套房,55,4.7,430,徐汇区,整套公寓,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭']",Xuhui,18.834465970592614,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1532,【昔住•归笙】3/4/11/13/14五轨地铁步行5分钟的高层公寓@环球港@中山公园@47平大一房,122,5.0,449,普陀区,整套公寓型住宅,1,1,1.0,4,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭', '夜景']",Putuo,24.020105223666285,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1533,【洗砂】高层江景&世博园&梅赛德斯&仁济医院,4,4.8,449,徐汇区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '投影仪', '允许吸烟']",Xuhui,6.654212933375475,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1534,[和风雅居]日式LOFT｜南京东路｜外滩艺术馆｜外滩｜大丸百货｜地铁10号线、地铁2号线200M,98,4.9,445,黄浦区,整套LOFT,1,1,1.0,2,"['超赞房东', '可开发票', '灵活取消', '自助入住', '近地铁站', '可以做饭']",Huangpu,22.466340645485808,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1535,月租优惠外滩东方明珠10号线豫园站50米福佑路427号经济型公寓,7,5.0,445,黄浦区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Huangpu,9.729550745276565,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1536,零压力静逸复式公寓@25分钟地铁抵达静安寺,25,5.0,438,嘉定区,整套公寓型住宅,2,2,1.0,3,"['超赞房东', '近地铁站', '可以做饭']",Jiading,16.094379124341003,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1537,长租特价【糖衣】东昌路地铁站独立投影一居&步行可达东方明珠|2号线直达浦东、虹桥机场 可看房T95,23,4.9,449,浦东新区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '近地铁站', '可以做饭', '投影仪']",Pudong,15.363921658052835,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1538,【love home&summer】l1/2/7 近武康路&静安寺&上海音乐学院【华山医院128m】,46,4.9,448,静安区,整套公寓型住宅,1,2,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '免费停车', '可以做饭']",Jing'an,18.760342842796568,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1539,中山公园/静安寺/文艺愚园路/钱学森故居/地铁2号线11号线/带超酷投影仪的格调居所,16,4.9,448,长宁区,整套公寓,1,2,1.0,4,"['可开发票', '近地铁站', '可以做饭']",Changning,13.585684738974928,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1540,Old Fashion-石库门|新天地旁|淮海中路|高清投影|独门独院|步行200米地铁|时尚地标,83,4.9,448,黄浦区,整套LOFT,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '近地铁站', '花园或后院', '投影仪']",Huangpu,21.652318978203333,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1541,乳胶大床/高清剧目影院投影/净化器/金运路地铁站旁-黑精灵,8,4.8,438,嘉定区,酒店式公寓里的独立房间,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '花园或后院', '小区环境好', '投影仪']",Jiading,9.981319400063212,relatively expensive,Hotel,Indivual Room,group5,relatively expensive,Non-apartment,Not Shared
1542,鹿头舍x乐山A-温暖舒适大床 徐家汇地铁站步行8分钟,1,5.0,449,徐汇区,整套民居,1,1,1.0,2,"['灵活取消', '自助入住', '可以做饭', '可以停车']",Xuhui,0.0,relatively expensive,Bungalow,The Whole House,group5,relatively expensive,Non-apartment,Shared
1543,大淡长租 · 10，13号线/新天地地铁站旁/房间朝南/套内独卫/有冰箱/洗衣机/瑞金医院分院可做饭,14,4.9,445,黄浦区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭', '投影仪']",Huangpu,12.931380915114767,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1544,【亲密空间 奢域】女性向精致/性感浪漫体验公寓(50平一室一厅),21,4.6,439,静安区,整套酒店式公寓,1,1,1.0,2,"['灵活取消', '自助入住', '近地铁站', '夜景', '落地窗', '可以停车']",Jing'an,14.004803213527746,relatively expensive,Hotel,The Whole House,group5,relatively expensive,Non-apartment,Shared
1545,<j&x patio>襄阳南路-极简轻奢ins风一室一厅一露台-近10&12&9号线陕西南路地铁站,23,5.0,450,徐汇区,整套公寓,1,1,1.0,2,"['超赞房东', '可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Xuhui,15.677471079645748,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1546,中铁中环时代广场简约投影仪超大一居室,6,5.0,440,静安区,整套公寓型住宅,1,1,1.0,2,"['行李寄存', '自助入住', '可以做饭', '花园或后院', '落地窗', '投影仪']",Jing'an,8.958797346140274,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1547,Panda｜地铁1/10/13号线陕西南路 超高复试带天井 出门网红熊爪咖啡 iapm 空调热水已好,14,4.7,430,徐汇区,整套LOFT,2,2,1.0,4,"['自助入住', '近地铁站', '可以做饭', '投影仪', '可以停车']",Xuhui,12.403569449191714,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1548,徐家汇衡山路交大商圈62平舒适一房一厅,1,4.0,430,徐汇区,整套酒店式公寓,1,1,1.0,2,"['行李寄存', '自助入住', '可以做饭', '花园或后院']",Xuhui,0.0,relatively expensive,Hotel,The Whole House,group5,relatively expensive,Non-apartment,Shared
1549,੭ ᐕ)੭*⁾⁾复古系列~④号套房~/墨绿电影感/电梯公寓/投影设备/周租优惠/长寿路地铁3分钟,2,4.5,436,普陀区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '自助入住', '近地铁站']",Putuo,3.119162312519754,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1550,万达百货影城美食街（56平墨绿）,40,5.0,438,闵行区,整套酒店式公寓,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭', '花园或后院']",Minhang,18.44439727056968,relatively expensive,Hotel,The Whole House,group5,relatively expensive,Non-apartment,Shared
1551,[醒家民宿]6134黄金地段/私人投影影院/地铁5分钟/行李寄存,185,4.9,438,黄浦区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '行李寄存', '自助入住', '近地铁站', '可以停车']",Huangpu,25.57974354288379,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1552,[ MiMA] Kerry center/静安寺/超大卫浴/投影/松木榻榻米/久光芮欧/RO净水器,18,4.9,433,静安区,整套公寓型住宅,1,1,1.0,2,"['行李寄存', '自助入住', '近地铁站', '可以做饭', '小区环境好', '可以停车']",Jing'an,14.162821613691207,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1553,【hip studio】温馨上海音乐学院老洋房，离地铁5分钟,272,4.7,433,徐汇区,整套客用套房,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '近地铁站', '可以做饭', '花园或后院']",Xuhui,26.347269711591192,relatively expensive,Villa,The Whole House,group5,relatively expensive,Non-apartment,Shared
1554,[醒家民宿]1200淮海路近iapm，近地铁，朝南温馨套房,10,4.6,433,徐汇区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭', '可以停车']",Xuhui,10.59189142777261,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1555,近金融中心/月租特价【时光里】陆家嘴独立一居|近东昌路地铁站6分钟|直达高铁机场&外滩&东方明珠,30,5.0,437,浦东新区,整套公寓,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '近地铁站', '可以做饭', '可以停车']",Pudong,17.005986908310778,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1556,醒+1262市中心衡复文化区IAPM老房子 loft套房近地铁,14,4.6,430,徐汇区,整套LOFT,1,1,1.0,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭', '可以停车']",Xuhui,12.139663716230189,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1557,【等号·沙漠】静安大悦城侘寂风设计师一室民宿,1,5.0,438,静安区,整套公寓型住宅,0,1,1.0,2,"['近地铁站', '可以做饭']",Jing'an,0.0,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1558,Paris-静安寺|淮海中路|轻奢撞色|梳妆台|100米地铁站|巨富长老马路|精致生活气息|独用一居,153,4.9,432,徐汇区,整套LOFT,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '近地铁站', '可以做饭', '小区环境好']",Xuhui,24.649145814822933,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1559,鹿头舍x马卡龙B 独享清幽小院 完备厨房 私密大空间,62,4.7,440,普陀区,整套公寓型住宅,1,1,1.0,2,"['灵活取消', '行李寄存', '自助入住', '可以做饭', '可以停车']",Putuo,19.397531609711933,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1560,【 忆居·密友】连住超低优惠 地铁1/12/13号线  淮海中路 带投影两床可住三人,15,4.6,430,黄浦区,整套公寓型住宅,2,2,1.0,3,"['超赞房东', '自助入住', '近地铁站', '可以做饭', '投影仪', '可以停车']",Huangpu,12.457030925070166,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1561,【base文定路】徐汇北欧风简约单间居室，独立厨房与独立洗衣机，轨道交通直达，近徐家汇/上海体育馆,4,5.0,450,徐汇区,酒店式公寓里的独立房间,1,1,1.0,2,"['灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Xuhui,6.931471805599453,relatively expensive,Hotel,Indivual Room,group5,relatively expensive,Non-apartment,Not Shared
1562,【全面消毒 长租优惠】704A 魔都市中心 电梯一房/ 带独立厨房/江宁路/地铁步行10分钟,23,4.9,438,静安区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '行李寄存', '近地铁站', '可以做饭', '可以停车']",Jing'an,15.363921658052835,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1563,地铁8号线江桦路公寓OCTJianghua Lu. Cool Apt.,24,5.0,450,闵行区,整套公寓型住宅,2,2,1.5,4,"['超赞房东', '行李寄存', '自助入住', '可以做饭', '投影仪', '可以停车']",Minhang,15.890269151739728,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1564,【Jeux d'enfant】大投影/浴缸/田子坊/瑞金医院/思南公馆/日月光中心,3,5.0,450,黄浦区,整套公寓型住宅,1,1,1.0,3,"['超赞房东', '可开发票', '灵活取消', '近地铁站', '可以做饭', '花园或后院']",Huangpu,5.493061443340549,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1565,交通，购物都方便。,40,4.6,450,黄浦区,袖珍小屋,2,2,1.5,4,"['超赞房东', '行李寄存', '近地铁站', '可以做饭', '允许吸烟', '可以停车']",Huangpu,16.968845488924106,relatively expensive,Others,The Whole House,group5,relatively expensive,Non-apartment,Shared
1566,【俞小八房®公寓】上海店/上海市井生活体验/十分钟直达会展中心/金牌设计师作品/虹桥境外人士生活商圈,5,5.0,438,长宁区,整套LOFT,1,1,1.5,3,"['超赞房东', '可开发票', '灵活取消', '提供接送机', '行李寄存', '自助入住']",Changning,8.047189562170502,relatively expensive,LOFT,The Whole House,group5,relatively expensive,Non-apartment,Shared
1567,【名宿】 南京路步行街/外滩/大床地铁房/近商圈/近医院,18,5.0,430,黄浦区,整套公寓,1,1,1.0,3,"['超赞房东', '灵活取消', '近地铁站', '可以做饭', '可以停车']",Huangpu,14.451858789480823,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1568,新-徐家汇商圈市中心交通地铁便利精装一室一厅/舒适一居2/点房东头像看房东其他房源有更多供选择,1,5.0,450,徐汇区,整套酒店式公寓,1,1,1.0,2,"['超赞房东', '行李寄存', '自助入住', '小区环境好']",Xuhui,0.0,relatively expensive,Hotel,The Whole House,group5,relatively expensive,Non-apartment,Shared
1569,淮海路商圈4条地铁到精装老洋房\环贸\静安寺\人民广场\新天地\思南公馆/陕西路巨鹿路新乐路,49,4.8,450,黄浦区,整套公寓型住宅,1,2,1.0,3,"['可开发票', '自助入住', '近地铁站']",Huangpu,18.680737430931007,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
1570,鹿头舍x四和花园 静安寺中心温馨文艺公寓独享朝南阳光大空间 近雕塑公园赏花 地铁站步行10分钟,16,4.4,449,静安区,整套公寓型住宅,1,1,1.5,4,"['灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭', '可以停车']",Jing'an,12.199390377855037,relatively expensive,Apartment,The Whole House,group5,relatively expensive,Apartment,Shared
