,title,num_comments,grade,price,district,type,num_bedrooms,num_beds,num_toilets,num_people_can_in,labels,district_en,popularity,price level,type_new,ownership,price_group2,price level2,apartment,share
928,【处处吻】紫云 整租带厨房 近2/15/3/4/10号线 步行可到地铁站 静安寺/外滩/南丰城,26,5.0,299,长宁区,整套公寓型住宅,1,1,1.0,2,"['自助入住', '近地铁站', '可以做饭']",Changning,16.29048269010741,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
929,《爱尚·逸家》近外滩南京东路，绿薄荷般的清新居所。徜徉苏州河与外白渡桥的恒久牵恋。,15,4.9,312,虹口区,整套公寓,1,1,1.0,2,"['可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭', 'EV 充电桩']",Hongkou,13.26944598540083,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
930,"【the roof】许你上房揭瓦  日出梧桐星光
#金秋时节 梧桐树下的老静安等你来#",17,4.6,308,静安区,整套公寓型住宅,1,1,1.5,2,"['超赞房东', '自助入住', '近地铁站', '免费停车', '可以做饭']",Jing'an,13.032781382658593,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
931,地铁楼上的阳光飘窗大床房 带全套早餐 市中心静安寺,46,5.0,308,普陀区,公寓型住宅里的独立房间,1,1,1.0,1,"['超赞房东', '行李寄存', '近地铁站', '供应早餐', '可携宠物', '可以停车']",Putuo,19.143206982445477,relatively cheap,Apartment,Indivual Room,group3,relatively cheap,Apartment,Not Shared
932,摩洛哥风格复式两层LOFT/投影/可烧饭,69,4.7,308,松江区,整套公寓,2,2,1.0,4,"['自助入住', '可以做饭', '可携宠物', '允许吸烟']",Songjiang,19.900300571607122,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
933,成山路轻奢一居|地铁13号线直达马当路@新天地@南京西路@汉中路|8号线直达人民广场@西藏南路@杨思,1,5.0,305,浦东新区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '灵活取消', '自助入住', '近地铁站', '可以做饭']",Pudong,0.0,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
934,15外滩步行5分钟，请看描述，有投影，可长住厨房洗衣机，电梯房高层市区大床房,2,5.0,298,虹口区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭', '小区环境好']",Hongkou,3.4657359027997265,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
935,r3 长租特惠*紧邻10号线水城路地铁站/体验魔都时尚摩登一房一厅 开放厨房 超大电视,33,4.6,314,长宁区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '自助入住', '近地铁站', '可以做饭', '可以停车']",Changning,16.083934782745807,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
936,【轰趴小馆—粉黛】可住六人/下楼地铁口/静安大悦城/人民广场/外滩/南京路步行街/可轻聚会,25,4.8,297,静安区,整套公寓型住宅,2,3,2.0,6,"['行李寄存', '近地铁站', '可以做饭', '可以停车']",Jing'an,15.450603959367362,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
937,Location!陕西北路南京西路温馨一房 恒隆广场步行3分钟 钻石地段不可多得 卫生间干湿分离,20,5.0,299,静安区,整套公寓型住宅,1,2,1.0,3,"['超赞房东', '爱彼迎专享', '自助入住', '近地铁站', '可以做饭']",Jing'an,14.978661367769954,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
938,月租6500 DEERHAUS-鹿头舍乌托邦青年公寓带浴缸D高档电梯楼中山公园地铁华师大步行10分钟,6,5.0,305,长宁区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Changning,8.958797346140274,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
939,【3600月租】-9号线松江大学城｜松江万达｜蓝精灵｜欢乐谷 精装独立一室户｜近商场｜电梯房,8,5.0,305,松江区,整套公寓,0,1,1.0,2,"['超赞房东', '可开发票', '行李寄存', '自助入住', '可以做饭', 'EV 充电桩']",Songjiang,10.39720770839918,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
940,"简单的木头和你复式住4人近外滩三公里田子坊,瑞金医院上海音乐学院,IAPM1号10号线陕西南路5分钟",94,4.5,305,徐汇区,整套LOFT,1,2,1.0,4,"['可开发票', '近地铁站', '可以做饭']",Xuhui,20.444826520215017,relatively cheap,LOFT,The Whole House,group3,relatively cheap,Non-apartment,Shared
941,月租4800毗邻美国签证处Tiffany少女洋房-南京西路地铁站 2/12/13号线步行3分钟,185,4.9,300,静安区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '灵活取消', '自助入住', '近地铁站', '可以做饭', '可以停车']",Jing'an,25.57974354288379,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
942,天蓝，外滩智能城景大套房,1,5.0,299,虹口区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '近地铁站', '夜景', '投影仪']",Hongkou,0.0,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
943,黄浦淮海中路温馨小屋,125,4.9,299,黄浦区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '灵活取消', '行李寄存', '自助入住', '近地铁站']",Huangpu,23.65873731278128,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
944,小清新风 市中心 长寿路、江宁路地铁站 近南京西路 静安寺 上海站 万代南梦宫 m50,68,4.9,299,普陀区,整套酒店式公寓,1,1,1.5,2,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Putuo,20.675587755362926,relatively cheap,Hotel,The Whole House,group3,relatively cheap,Non-apartment,Shared
945,崂二504 · 明亮整居/地铁方便#临陆家嘴/外滩/东方明珠/八佰,51,4.8,299,浦东新区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '自助入住', '近地铁站', '可以做饭', '投影仪', '可以停车']",Pudong,18.872763037076762,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
946,【韶光】潍坊独立一居室&百寸投影@近外滩/东方明珠ps：客厅有暖风机哦~t42,33,4.7,300,浦东新区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Pudong,16.43358553889246,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
947,原宿 10.8号线四平路 投影房 同济大学  两床可住4人,28,4.6,308,虹口区,整套公寓型住宅,1,2,1.0,4,"['近地铁站', '可以做饭', '投影仪']",Hongkou,15.328140746805936,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
948,迷你一房 套内独用卫生间  毗邻1/7号线常熟路地铁站 五官科医院华山医院,61,4.9,299,徐汇区,整套民居,1,1,1.0,1,"['超赞房东', '可开发票', '行李寄存', '自助入住', '近地铁站', '可以停车']",Xuhui,20.143281934449227,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
949,【意之公寓中冶祥腾店】11号线南翔站地铁商场上盖 复式loft公寓 地铁直达迪士尼30分钟徐家汇,127,5.0,298,嘉定区,整套酒店式公寓,1,2,1.0,3,"['超赞房东', '可开发票', '自助入住', '近地铁站', 'EV 充电桩', '可以停车']",Jiading,24.220935432292954,relatively cheap,Hotel,The Whole House,group3,relatively cheap,Non-apartment,Shared
950,环贸隔壁襄阳南路南昌路口 钻石地段超大一室一卫 闹中取静 层高4米 地铁1；10；12号线步行一分钟,2,5.0,299,徐汇区,整套公寓型住宅,1,1,1.0,3,"['超赞房东', '自助入住', '近地铁站', '可以做饭', '可以停车']",Xuhui,3.4657359027997265,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
951,①④《繁华区》高层投影房/地铁10/4/3三线/四川北路多伦路文化街/甜爱路/外滩/上海站,8,4.1,302,虹口区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '自助入住', '近地铁站', '落地窗', '投影仪', '允许吸烟']",Hongkou,8.525710320887326,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
952,月租6500 DEERHAUS-鹿头舍乌托邦青年公寓带浴缸C高档电梯楼中山公园地铁华师大步行10分钟,3,5.0,305,长宁区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Changning,5.493061443340549,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
953,距离迪士尼2站地铁 法式轻奢 约会纪念日浪漫 厨房设施齐全 烤箱蒸箱 烘培 咖啡机,2,5.0,310,浦东新区,整套公寓型住宅,1,1,1.5,3,"['超赞房东', '可开发票', '灵活取消', '近地铁站', '可以做饭']",Pudong,3.4657359027997265,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
954,46平开阔的高档公寓宇航风临中真如站，11号14号15号线25分钟直达静安徐汇陆家嘴和迪斯尼,2,4.5,309,普陀区,整套酒店式公寓,1,1,1.5,2,"['超赞房东', '可开发票', '自助入住', '近地铁站', '免费停车', '可以做饭']",Putuo,3.119162312519754,relatively cheap,Hotel,The Whole House,group3,relatively cheap,Non-apartment,Shared
955,【松林】陆家嘴核心区域独立整套投影一居/免清洁费/2号线东昌路零距离/近外滩南京路人广,2,4.5,298,浦东新区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '灵活取消', '近地铁站', '可以做饭', '夜景']",Pudong,3.119162312519754,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
956,包月特惠  私享整套 全新装修 Loft复式公寓   近瑞金医院  淮海中路地铁站,6,4.2,298,黄浦区,整套LOFT,1,1,1.0,2,"['近地铁站', '可以做饭', '投影仪', '允许吸烟', '可以停车']",Huangpu,7.525389770757831,relatively cheap,LOFT,The Whole House,group3,relatively cheap,Non-apartment,Shared
957,近愚园路之高档小区的温馨阳光小房-阳光洒进房间时充满幸福感，享受咖啡下午的小确辛.,4,4.5,300,长宁区,酒店式公寓里的独立房间,1,2,1.0,2,"['自助入住', '近地铁站', '可以做饭', '可携宠物', '可以停车']",Changning,6.238324625039508,relatively cheap,Hotel,Indivual Room,group3,relatively cheap,Non-apartment,Not Shared
958,大隐 -南京西路商圈，地铁2，12，14号线，步行可达自然博物馆人民广场等，隐藏在繁华商圈中的老洋房,4,5.0,299,静安区,整套公寓型住宅,1,2,1.0,3,"['超赞房东', '近地铁站', '可以做饭', '可以停车']",Jing'an,6.931471805599453,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
959,近永嘉路/嘉善路/衡山路/田子坊——隐藏在建国西路里弄的舒适小窝,26,4.9,308,徐汇区,乡村小屋里的独立房间,1,1,2.0,2,"['超赞房东', '可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Xuhui,15.964673036305264,relatively cheap,Villa,Indivual Room,group3,relatively cheap,Non-apartment,Not Shared
960,简约大床房 投影/南京东路/外滩5分钟可到/豫园/东方明珠/人民广场1分钟/24小时可入住/房间消毒,56,4.5,298,黄浦区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '近地铁站', '投影仪']",Huangpu,18.114082608308173,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
961,迷你艺术之家 | 北京西路（长租优惠，请联系房东）,10,4.6,303,静安区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭', '花园或后院']",Jing'an,10.59189142777261,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
962,黑白简约风  市中心 长寿路、江宁路地铁站 近南京西路 静安寺 上海站 万代南梦宫 m50,111,5.0,303,普陀区,整套酒店式公寓,1,1,1.0,2,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Putuo,23.54765100656167,relatively cheap,Hotel,The Whole House,group3,relatively cheap,Non-apartment,Shared
963,14号 / Confy Studio next to Shuicheng rd line 10,7,5.0,303,长宁区,整套公寓型住宅,1,1,1.0,2,"['近地铁站', '可以做饭', '可以停车']",Changning,9.729550745276565,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
964,屋桐宿、外滩风和里精品民宿,36,4.5,300,黄浦区,整套LOFT,1,1,1.0,2,['近地铁站'],Huangpu,16.125835223052494,relatively cheap,LOFT,The Whole House,group3,relatively cheap,Non-apartment,Shared
965,独立整租朝南大一房 好做饭二楼 近肿瘤医院 中山医院 东安路地铁站  西木二楼,3,5.0,298,徐汇区,整套公寓型住宅,1,2,1.0,3,"['超赞房东', '可开发票', '近地铁站', '可以做饭']",Xuhui,5.493061443340549,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
966,月租6500 DEERHAUS-鹿头舍乌托邦青年公寓E高档电梯楼中山公园地铁华师大步行10分钟,10,4.9,299,长宁区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Changning,11.282666955670825,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
967,嘉善路地铁站/近医院/近田子坊阳光房,1,5.0,298,徐汇区,整套民居,1,1,0.0,2,"['灵活取消', '近地铁站', '可以做饭']",Xuhui,0.0,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
968,近迪士尼乐园双面飘窗观景大床套房/2号地铁线唐镇站旁/可加床住3人/直达车站机场/外滩/东方明珠,13,5.0,298,浦东新区,整套LOFT,1,1,1.0,2,"['超赞房东', '近地铁站']",Pudong,12.824746787307683,relatively cheap,LOFT,The Whole House,group3,relatively cheap,Non-apartment,Shared
969,【开心住|今日已消毒|龙湖宝山天街|刘行|自驾游6号家】地铁七号线@静安寺@顾村公园@常熟路,26,4.8,299,宝山区,整套公寓型住宅,1,1,1.0,2,"['超赞房东', '可开发票', '灵活取消', '自助入住', '近地铁站', '可以做饭']",Baoshan,15.638863382503114,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
970,【明亮大一居】带厨房可做饭 宽敞整租 步行可至地铁1号线彭浦新村地铁站 闸新医院,7,5.0,304,静安区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '近地铁站', '可以做饭']",Jing'an,9.729550745276565,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
971,「云汐」｜Loft投影大床房｜露天星空｜带浴缸｜迪士尼接送｜免费早餐｜室外泳池,1,5.0,295,浦东新区,LOFT里的独立房间,1,1,1.0,2,"['行李寄存', '自助入住', '免费停车', '可以做饭', '花园或后院', '投影仪']",Pudong,0.0,relatively cheap,LOFT,Indivual Room,group3,relatively cheap,Non-apartment,Not Shared
972,地铁11 号线5分钟步行/巨幕投影仪/日式简欧/交通直达迪士尼交通大学武康路徐家汇/普陀桃浦瑞香小栈,80,4.8,302,普陀区,整套公寓型住宅,2,3,1.0,4,"['超赞房东', '可开发票', '自助入住', '近地铁站', '可以做饭', '投影仪']",Putuo,21.03372784643463,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
973,疫情期间，需提供48小时核酸/静安区商圈华山医院正对面近1号线7号线常熟路地铁站温馨一房，可做饭,3,5.0,303,静安区,整套公寓型住宅,1,2,1.0,2,"['可开发票', '灵活取消', '近地铁站', '可以做饭']",Jing'an,5.493061443340549,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
974,｜祝我佳｜C1.上海市中山医院 肿瘤医院 肇嘉浜路地铁站附近一居室,2,5.0,298,徐汇区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '灵活取消', '近地铁站', '可以做饭']",Xuhui,3.4657359027997265,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
975,『蘅芜苑经典投影大床房』地铁四平路站、近外滩五角场、鲁迅公园、,37,4.7,309,虹口区,整套酒店式公寓,1,1,1.5,2,"['可开发票', '近地铁站', '可以做饭', '小区环境好', '落地窗', '投影仪']",Hongkou,16.971314189427854,relatively cheap,Hotel,The Whole House,group3,relatively cheap,Non-apartment,Shared
976,XY31 邻近10号线水城路站 体验魔都复古时尚一房 安全 安静 品尝仙霞路美食 小米电视,13,4.2,314,长宁区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '自助入住', '可以做饭', '小区环境好']",Changning,10.772787301338456,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
977,【绿可长租6800】 整套明亮独立朝南一居室 江苏路2/11号线步行5分钟静安寺愚园路南京西路,2,4.5,314,长宁区,整套公寓,1,1,1.5,2,"['可开发票', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Changning,3.119162312519754,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
978,沪居【23】衡复保护区（懿园），近地线近商圈温馨私享老洋房,7,4.6,314,徐汇区,整套民居,1,1,1.0,2,"['可开发票', '提供接送机', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Xuhui,8.95118668565444,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
979,港湾|中山医院零距离干净舒适，家属陪护房，ins网红风格,4,4.8,297,徐汇区,整套公寓型住宅,1,2,1.0,2,"['超赞房东', '可开发票', '近地铁站', '可以做饭']",Xuhui,6.654212933375475,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
980,【记忆】月租5500陆家嘴贸整套一室一厅/独立大阳台/免清洁费/2号线直达外滩南京路人广,7,4.9,298,浦东新区,整套民居,1,1,1.0,2,"['超赞房东', '灵活取消', '近地铁站', '可以做饭']",Pudong,9.534959730371035,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
981,新天地SOHO/K11/思南公馆/田子坊/步行可达各大热门区域/地铁直达外滩，人广，虹桥/温馨小家,8,4.9,305,黄浦区,整套公寓型住宅,1,1,1.0,2,"['近地铁站', '可以做饭', '可以停车']",Huangpu,10.189263554231196,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
982,【栖桐】近妇幼保健院&静安寺/地铁2&11号线江苏路站@直达机场、迪士尼,26,4.6,300,长宁区,整套公寓型住宅,1,1,1.0,2,"['灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭', '可以停车']",Changning,14.987244074898816,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
983,【人间指南】中山公园/北欧清新小居/五脏俱全/独立厨卫/历史保护小区,32,4.8,300,长宁区,整套民居,1,1,1.0,2,"['近地铁站', '可以做饭']",Changning,16.635532333438686,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
984,华师大环球港轻轨3、4、13沿线金沙江路整租公寓壹房,52,4.6,299,普陀区,整套公寓型住宅,1,1,1.0,2,"['近地铁站', '可以做饭', '可携宠物', '允许吸烟']",Putuo,18.175721105474565,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
985,6请看描述5天起定，可做饭洗衣！市区地铁口400米高层电梯房，整租大床房，双地铁线，虹桥直达,13,4.8,299,虹口区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭', '小区环境好']",Hongkou,12.311756915815376,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
986,【长租特惠】陆家嘴金融中心，世纪大道地铁站零距离，近东方明珠上海中心，性价比超高一室一厅，可做饭,1,5.0,298,浦东新区,整套客用套房,1,2,1.5,2,"['超赞房东', '近地铁站', '可以做饭', '允许吸烟', '可以停车']",Pudong,0.0,relatively cheap,Villa,The Whole House,group3,relatively cheap,Non-apartment,Shared
987,【悠悠小居】南京路步行街／人民广场／外滩／豫园／地铁1/2/8/10号线／温暖静谧干净舒适的休憩小站,87,4.6,298,黄浦区,整套公寓型住宅,1,1,1.0,2,"['灵活取消', '自助入住', '近地铁站']",Huangpu,20.543177345811085,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
988,nous麓眠〔近原〕圣托里尼洞穴风大床房异形洞穴床浴缸书桌卡座网红别墅投影仪迪士尼接或送情侣闺蜜打卡,41,5.0,296,浦东新区,别墅里的独立房间,1,1,1.0,2,"['超赞房东', '提供接送机', '行李寄存', '自助入住', '免费停车', '可以做饭']",Pudong,18.56786033352154,relatively cheap,Villa,Indivual Room,group3,relatively cheap,Non-apartment,Not Shared
989,【潇婵的别墅】浪漫满屋·松江欢乐谷佘山 大学城地铁站附近 广富林遗址公园泰晤士小镇 情侣闺蜜大屏投影,89,5.0,294,松江区,联排别墅里的独立房间,1,1,1.0,3,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '可以做饭', '投影仪']",Songjiang,22.4431818486607,relatively cheap,Villa,Indivual Room,group3,relatively cheap,Non-apartment,Not Shared
990,【青蓝碧水】地铁1站直达火车站｜近人广｜外滩｜投影公寓,12,5.0,294,虹口区,整套民居,1,1,1.5,2,"['超赞房东', '自助入住', '近地铁站', '可以做饭', '落地窗', '投影仪']",Hongkou,12.424533248940001,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
991,f9 邻近10号线水城路地铁口/在线秒回 /摩登美式一房直达虹桥机场火车站,57,4.8,299,长宁区,整套公寓,1,2,1.0,3,"['可开发票', '提供接送机', '自助入住', '近地铁站', '可以做饭', '可以停车']",Changning,19.40664608560584,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
992,北欧风格清新温馨浪漫小屋中山肿瘤龙华医院四七九号线上海市徐家汇六百港汇枫林街道新房特价特惠精装整租,8,4.9,296,徐汇区,整套公寓型住宅,1,2,1.0,4,"['灵活取消', '自助入住', '近地铁站', '可以做饭', '允许吸烟']",Xuhui,10.189263554231196,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
993,【月租半价】HS22/虹桥火车站/机场/国家会展中心/清新简约/一室一可住两人,10,5.0,299,闵行区,整套民居,1,1,1.0,2,"['超赞房东', '灵活取消', '可以做饭']",Minhang,11.51292546497023,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
994,"Comfy loft , all you need*邻近外滩,新天地.人民广場.地铁一.二号线",99,4.8,299,黄浦区,整套LOFT,1,1,1.0,2,"['灵活取消', '自助入住', '近地铁站', '可以做饭', '可以停车']",Huangpu,22.05657528064603,relatively cheap,LOFT,The Whole House,group3,relatively cheap,Non-apartment,Shared
995,【云上居-上海】落地窗/浴缸/紧邻欢乐谷/朱家角古镇/直达虹桥火车站、虹桥机场,21,4.5,299,青浦区,整套公寓型住宅,1,1,1.5,4,"['可开发票', '自助入住', '近地铁站', '可以做饭', '浴缸', '可携宠物']",Qingpu,13.700350969755403,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
996,"【清幽】市中心西藏北路地铁站步行1分钟精致电梯公寓,近人民广场南京路步行街,可提供住宿发票",108,4.7,298,静安区,整套酒店式公寓,1,2,1.0,4,"['可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭', '婴儿床']",Jing'an,22.006016767483835,relatively cheap,Hotel,The Whole House,group3,relatively cheap,Non-apartment,Shared
997,【栖桐】近妇幼保健院&静安寺/地铁2&11号线江苏路站@直达机场、迪士尼,26,4.6,298,长宁区,整套公寓型住宅,1,1,1.0,2,"['灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭', '可以停车']",Changning,14.987244074898816,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
998,【人间指南】中山公园/北欧清新小居/五脏俱全/独立厨卫/历史保护小区,32,4.8,299,长宁区,整套民居,1,1,1.0,2,"['近地铁站', '可以做饭']",Changning,16.635532333438686,relatively cheap,Bungalow,The Whole House,group3,relatively cheap,Non-apartment,Shared
999,华师大环球港轻轨3、4、13沿线金沙江路整租公寓壹房,52,4.6,299,普陀区,整套公寓型住宅,1,1,1.0,2,"['近地铁站', '可以做饭', '可携宠物', '允许吸烟']",Putuo,18.175721105474565,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
1000,6请看描述5天起定，可做饭洗衣！市区地铁口400米高层电梯房，整租大床房，双地铁线，虹桥直达,13,4.8,298,虹口区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '自助入住', '近地铁站', '可以做饭', '小区环境好']",Hongkou,12.311756915815376,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
1001,【长租特惠】陆家嘴金融中心，世纪大道地铁站零距离，近东方明珠上海中心，性价比超高一室一厅，可做饭,1,5.0,298,浦东新区,整套客用套房,1,2,1.5,2,"['超赞房东', '近地铁站', '可以做饭', '允许吸烟', '可以停车']",Pudong,0.0,relatively cheap,Villa,The Whole House,group3,relatively cheap,Non-apartment,Shared
1002,【悠悠小居】南京路步行街／人民广场／外滩／豫园／地铁1/2/8/10号线／温暖静谧干净舒适的休憩小站,87,4.6,298,黄浦区,整套公寓型住宅,1,1,1.0,2,"['灵活取消', '自助入住', '近地铁站']",Huangpu,20.543177345811085,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
1003,f9 邻近10号线水城路地铁口/在线秒回 /摩登美式一房直达虹桥机场火车站,57,4.8,299,长宁区,整套公寓,1,2,1.0,3,"['可开发票', '提供接送机', '自助入住', '近地铁站', '可以做饭', '可以停车']",Changning,19.40664608560584,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
1004,"Comfy loft , all you need*邻近外滩,新天地.人民广場.地铁一.二号线",99,4.8,310,黄浦区,整套LOFT,1,1,1.0,2,"['灵活取消', '自助入住', '近地铁站', '可以做饭', '可以停车']",Huangpu,22.05657528064603,relatively cheap,LOFT,The Whole House,group3,relatively cheap,Non-apartment,Shared
1005,【云上居-上海】落地窗/浴缸/紧邻欢乐谷/朱家角古镇/直达虹桥火车站、虹桥机场,21,4.5,302,青浦区,整套公寓型住宅,1,1,1.5,4,"['可开发票', '自助入住', '近地铁站', '可以做饭', '浴缸', '可携宠物']",Qingpu,13.700350969755403,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
1006,独立家庭小影院,2,5.0,299,静安区,公寓里的独立房间,1,1,1.0,1,"['灵活取消', '近地铁站']",Jing'an,3.4657359027997265,relatively cheap,Apartment,Indivual Room,group3,relatively cheap,Apartment,Not Shared
1007,《佐味》|世博园|世博展览馆|南浦大桥江景|仁济医院,1,5.0,299,浦东新区,整套公寓型住宅,1,1,1.0,2,"['可开发票', '行李寄存', '可以做饭', '允许吸烟', '可以停车']",Pudong,0.0,relatively cheap,Apartment,The Whole House,group3,relatively cheap,Apartment,Shared
1008,高档小区电梯房地铁0距离,3,5.0,298,普陀区,公寓型住宅里的独立房间,1,1,3.0,1,"['可开发票', '行李寄存', '自助入住', '近地铁站', '免费停车', '可以做饭']",Putuo,5.493061443340549,relatively cheap,Apartment,Indivual Room,group3,relatively cheap,Apartment,Not Shared
1009,无保洁费，松江大学城地铁旁LOFT，欢乐谷泰晤士。（电费需自理，图片过于美观）。,60,4.9,298,松江区,整套LOFT,2,2,2.0,4,"['超赞房东', '灵活取消', '行李寄存', '自助入住', '近地铁站', '可以做饭']",Songjiang,20.06228835488829,relatively cheap,LOFT,The Whole House,group3,relatively cheap,Non-apartment,Shared
1010,五角场10号线大学路清新文艺小屋,41,5.0,298,杨浦区,公寓型住宅里的独立房间,1,1,1.5,2,"['超赞房东', '近地铁站', '可以做饭', '浴缸', '可以停车']",Yangpu,18.56786033352154,relatively cheap,Apartment,Indivual Room,group3,relatively cheap,Apartment,Not Shared
